ClientType,Cts,DimIp,DimIsp,DimCdndomain,DimCdnip,DimCoderatebps,DimHeartType,DimIsInBackground,DimLine,DimNetworktype,DimPlatform,DimStream,DimStreamUrl,DimVersion,FieldVideoBadQuality,InsertTs,LogTime,Systs,Minute,Innerreporttime,Innerfilepath,Day,Hour
sdk_video_bad_quality_ratio,1764728471,112.97.84.201,chinaunicom.com,qn.flv.huya.com,163.142.153.207,2000000,1,,19,unknown,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199640746718&uuid=1199640746718&wssecret=90cbb1b12a9d6489025f4a57c1b52de0&wstime=692f9f9b&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_adr&fs=bgct&ratio=2000&t=2&hxtype=0,8.5.0,0,1764728475418,1764728471,1764728475,20,1764728475502116027,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728471,14.144.160.32,chinatelecom.com.cn,221.7.192.66:23211,221.7.192.66,4000000,1,0,19,wifi,ipad,,http://221.7.192.66:23211/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_264_4000.flv?codec=264&connectid=k2ka1ebdiggokx0y&ctype=huya_ipad&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=1906392136&t=3&uid=1199533654237&uuid=1199533654237&wssecret=726f24b5681564bb53874503f8360d33&wstime=6930e317,5.1.4,0,1764728479500,1764728471,1764728479,20,1764728480130409136,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728458,106.73.57.32,Japan Network Enabler,qn.flv.huya.com,114.230.94.217,2000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199659865696&uuid=1199659865696&wssecret=bfc417f76ffe5d8ab9859a9016f4b13c&wstime=692f9ec6&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=bgct&ratio=2000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764728461435,1764728458,1764728460,20,1764728461501259943,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728451,49.118.245.170,chinatelecom.com.cn,113.201.243.11:23530,113.201.243.11,8000000,1,0,19,wifi,ios,,http://113.201.243.11:23530/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_264_null.flv?codec=264&connectid=zuidsn8agsmgk30y&ctype=huya_ios_pip&domain=qn.flv.huya.com&fs=gctex&hxtype=0&seqid=2066570347&t=3&uid=1199593381874&uuid=1199593381874&ver=1&wssecret=4ca6d1a7cdf9a885abc3327c198c72f3&wstime=692fac57,9.9.0,0,1764728470258,1764728451,1764728469,20,1764728470501417656,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728454,180.140.72.146,chinatelecom.com.cn,qn.flv.huya.com,125.94.43.143,4000000,1,,19,wifi,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=9322825&uuid=9322825&wssecret=8f59a2e3ac35b8618b9d970cf6773e3d&wstime=6930ebac&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw==&ctype=huya_adr&fs=bgct&ratio=4000&t=2&hxtype=0,8.7.2,0,1764728478229,1764728454,1764728477,20,1764728478991484168,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728459,62.217.189.193,Lovitel LLC,qn.flv.huya.com,61.160.237.170,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1604879799&uuid=1604879799&wssecret=2d92d219a55e4a516126fd79e49e5531&wstime=6930ef18&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=bgct&ratio=4000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,11.9.0,,1764728478337,1764728459,1764728477,20,1764728479215301328,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728478,106.73.57.32,Japan Network Enabler,qn.flv.huya.com,114.230.94.217,2000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199659865696&uuid=1199659865696&wssecret=bfc417f76ffe5d8ab9859a9016f4b13c&wstime=692f9ec6&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=bgct&ratio=2000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764728481546,1764728478,1764728481,20,1764728482128516580,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728463,120.228.113.110,chinamobile.com,36.158.249.250:23912,36.158.249.250,8000000,1,,19,wifi,adr,,http://36.158.249.250:23912/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc.flv?connectid=9lgksq0gn9qkk30y&ctype=huya_hysdk-adr&domain=qn.flv.huya.com&fs=gctex&hxtype=0&sdkpcdn=1_1&seqid=2722476865&streamtype=0&t=2&u=4181043547&uid=1543058857&uuid=1543058857&ver=1&wssecret=494b3aab174be6a38db601c4f320323c&wstime=692f9f15,12.6.62,,1764728484406,1764728463,1764728483,20,1764728484991764418,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728466,42.87.139.12,chinaunicom.com,60.18.189.31:23170,60.18.189.31,4000000,1,,19,0,pc_exe,,http://60.18.189.31:23170/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=tenovta3rkodkn0y&ctype=huya_pc_exe&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=4000&sdkpcdn=1_1&seqid=1211878900&t=0&u=1916198538&uid=2322740958&ver=1&wssecret=1906abb6c37e17f51fdc7cd9d04baa0f&wstime=692f9cd6,7040103,0,1764728464263,1764728466,1764728463,20,1764728465131290022,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728469,120.239.78.91,chinamobile.com,120.241.228.79:23880,120.241.228.79,4000000,1,,19,wifi,adr,,http://120.241.228.79:23880/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=-kyrmrcdc3ofkn0y&ctype=huya_adr&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=1618447821&t=2&uid=2225881629&uuid=2225881629&wssecret=e5b8b42ea95d726f632b171c8e951ca4&wstime=6930ed0c&t=2&hxtype=0,7.21.2,0,1764728473406,1764728469,1764728473,20,1764728474129842569,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728463,45.88.182.4,ACloud SIA,qn.flv.huya.com,121.29.19.56,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199644375883&uuid=1199644375883&wssecret=42d2fbfefbc04af6c4afd60bfde740cc&wstime=692f98b4&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&ratio=4000&streamtype=0&t=3&hxtype=0&startpts=3124050&sdkpcdn=1_1,13.0.60,,1764728470286,1764728463,1764728470,20,1764728471131122028,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728450,68.39.63.90,Comcast Cable Communications LLC,qn.flv.huya.com,114.230.92.152,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199517477497&uuid=1199517477497&wssecret=b2d9dbf696d0200ee6ff53c86df93525&wstime=692f9932&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=gctex&ratio=4000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764728470445,1764728450,1764728469,20,1764728471131122028,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728471,49.118.245.170,chinatelecom.com.cn,113.201.243.11:23530,113.201.243.11,8000000,1,0,19,wifi,ios,,http://113.201.243.11:23530/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_264_null.flv?codec=264&connectid=zuidsn8agsmgk30y&ctype=huya_ios_pip&domain=qn.flv.huya.com&fs=gctex&hxtype=0&seqid=2066570347&t=3&uid=1199593381874&uuid=1199593381874&ver=1&wssecret=4ca6d1a7cdf9a885abc3327c198c72f3&wstime=692fac57,9.9.0,0,1764728489626,1764728471,1764728489,20,1764728490501620116,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728483,45.88.182.4,ACloud SIA,qn.flv.huya.com,121.29.19.56,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199644375883&uuid=1199644375883&wssecret=42d2fbfefbc04af6c4afd60bfde740cc&wstime=692f98b4&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&ratio=4000&streamtype=0&t=3&hxtype=0&startpts=3124050&sdkpcdn=1_1,13.0.60,,1764728490260,1764728483,1764728490,20,1764728490501620116,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
web_video_bad_quality_ratio,1764728479,118.238.208.200,Sony Network Communications Inc.,qn.flv.huya.com,,8000000,1,,19,,webh5,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,https://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=5b08f6fd77fc8a85795cb201f69ab993&wstime=692f994c&seqid=2964382788396&ctype=huya_webh5&ver=1&fs=gctex&dmod=mseh-0&sdkpcdn=1_1&u=1198588470353&t=100&sv=2511190158&sdk_sid=1764723675370&a_block=0,2511201047,,1764728482260,1764728479,1764728482,20,1764728482498040035,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728484,223.221.110.225,chinatelecom.com.cn,qn.flv.huya.com,114.230.94.205,8000000,1,,19,0,pc_exe,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=f70aa6711662ed77eaa9efed8e1d96c1&wstime=692f9e97&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_pc_exe&fs=gctex&uid=1199642400640&line=19&t=0&hxtype=0&startpts=4810565&sdkpcdn=4_5,7040103,0,1764728492534,1764728484,1764728491,20,1764728493125708165,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728491,112.97.84.201,chinaunicom.com,qn.flv.huya.com,163.142.153.207,2000000,1,,19,unknown,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199640746718&uuid=1199640746718&wssecret=90cbb1b12a9d6489025f4a57c1b52de0&wstime=692f9f9b&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_adr&fs=bgct&ratio=2000&t=2&hxtype=0,8.5.0,0,1764728495730,1764728491,1764728495,20,1764728496124165694,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728486,42.87.139.12,chinaunicom.com,60.18.189.31:23170,60.18.189.31,4000000,1,,19,0,pc_exe,,http://60.18.189.31:23170/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=tenovta3rkodkn0y&ctype=huya_pc_exe&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=4000&sdkpcdn=1_1&seqid=1211878900&t=0&u=1916198538&uid=2322740958&ver=1&wssecret=1906abb6c37e17f51fdc7cd9d04baa0f&wstime=692f9cd6,7040103,0,1764728484554,1764728486,1764728483,20,1764728485124319450,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728470,68.39.63.90,Comcast Cable Communications LLC,qn.flv.huya.com,114.230.92.152,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199517477497&uuid=1199517477497&wssecret=b2d9dbf696d0200ee6ff53c86df93525&wstime=692f9932&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=gctex&ratio=4000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764728489437,1764728470,1764728489,20,1764728490116848066,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728506,42.87.139.12,chinaunicom.com,60.18.189.31:23170,60.18.189.31,4000000,1,,19,0,pc_exe,,http://60.18.189.31:23170/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=tenovta3rkodkn0y&ctype=huya_pc_exe&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=4000&sdkpcdn=1_1&seqid=1211878900&t=0&u=1916198538&uid=2322740958&ver=1&wssecret=1906abb6c37e17f51fdc7cd9d04baa0f&wstime=692f9cd6,7040103,0,1764728504555,1764728506,1764728503,20,1764728505207058171,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728504,223.221.110.225,chinatelecom.com.cn,qn.flv.huya.com,114.230.94.205,8000000,1,,19,0,pc_exe,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=f70aa6711662ed77eaa9efed8e1d96c1&wstime=692f9e97&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_pc_exe&fs=gctex&uid=1199642400640&line=19&t=0&hxtype=0&startpts=4810565&sdkpcdn=4_5,7040103,0,1764728512410,1764728504,1764728511,20,1764728512984644927,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764728511,112.97.84.201,chinaunicom.com,qn.flv.huya.com,163.142.153.207,2000000,1,,19,unknown,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199640746718&uuid=1199640746718&wssecret=90cbb1b12a9d6489025f4a57c1b52de0&wstime=692f9f9b&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_adr&fs=bgct&ratio=2000&t=2&hxtype=0,8.5.0,0,1764728516451,1764728511,1764728515,20,1764728517217407775,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/f025cdf1-d348-4c95-8901-1f5a1422db9d.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727763,45.88.182.4,ACloud SIA,qn.flv.huya.com,121.29.19.56,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199644375883&uuid=1199644375883&wssecret=42d2fbfefbc04af6c4afd60bfde740cc&wstime=692f98b4&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-ios&fs=gctex&ratio=4000&streamtype=0&t=3&hxtype=0&startpts=3124050&sdkpcdn=1_1,13.0.60,,1764727770129,1764727763,1764727769,05,1764727770995776910,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727750,68.39.63.90,Comcast Cable Communications LLC,qn.flv.huya.com,114.230.92.152,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1199517477497&uuid=1199517477497&wssecret=b2d9dbf696d0200ee6ff53c86df93525&wstime=692f9932&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=gctex&ratio=4000&streamtype=0&t=3&hxtype=0&sdkpcdn=1_1,13.0.60,,1764727770129,1764727750,1764727769,05,1764727770995776910,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727752,111.27.76.140,chinamobile.com,qn.flv.huya.com,2409:8c1c:300:1f::7,4000000,1,1,19,wifi,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=2355028458&uuid=2355028458&wssecret=7f53bb7606cf3339a89c7a810ee3da5a&wstime=692f9cc9&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_hysdk-adr&fs=gctex&ratio=4000&streamtype=0&t=2&hxtype=0&sdkpcdn=1_1,13.0.81,,1764727770129,1764727752,1764727769,05,1764727770995776910,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727764,223.221.110.225,chinatelecom.com.cn,qn.flv.huya.com,61.160.237.170,8000000,1,,19,0,pc_exe,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=b760a63f10e483415f4558b7dfc45a80&wstime=692f8ebf&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_pc_exe&fs=gctex&uid=1199642400640&t=0&hxtype=0&sdkpcdn=1_1,7040103,0,1764727771257,1764727764,1764727770,05,1764727771994313739,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727769,120.239.78.91,chinamobile.com,120.241.228.79:23880,120.241.228.79,4000000,1,,19,wifi,adr,,http://120.241.228.79:23880/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=-kyrmrcdc3ofkn0y&ctype=huya_adr&domain=qn.flv.huya.com&fs=bgct&hxtype=0&ratio=4000&seqid=1618447821&t=2&uid=2225881629&uuid=2225881629&wssecret=e5b8b42ea95d726f632b171c8e951ca4&wstime=6930ed0c&t=2&hxtype=0,7.21.2,0,1764727773650,1764727769,1764727772,05,1764727774502587144,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727748,120.228.113.110,chinamobile.com,36.158.249.250:23912,36.158.249.250,8000000,1,,19,wifi,adr,,http://36.158.249.250:23912/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc.flv?connectid=ipyumrupephdkn0y&ctype=huya_hysdk-adr&domain=qn.flv.huya.com&fs=gctex&hxtype=0&sdkpcdn=1_1&seqid=2755733611&streamtype=0&t=2&u=4181043547&uid=1543058857&uuid=1543058857&ver=1&wssecret=af05abe52a2eeb5f51b41af65306696f&wstime=692f9b48,12.6.62,,1764727758859,1764727748,1764727758,05,1764727759499124928,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727754,180.140.72.146,chinatelecom.com.cn,qn.flv.huya.com,125.94.43.143,4000000,1,,19,wifi,adr,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=9322825&uuid=9322825&wssecret=8f59a2e3ac35b8618b9d970cf6773e3d&wstime=6930ebac&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw==&ctype=huya_adr&fs=bgct&ratio=4000&t=2&hxtype=0,8.7.2,0,1764727777455,1764727754,1764727776,05,1764727778212982058,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727765,171.213.250.225,chinatelecom.com.cn,qn.flv.huya.com,103.220.65.233,4000000,1,,19,wifi,ios,,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?uid=1622265344&uuid=1622265344&wssecret=5bc787e3b924f0362d095a0208fbcdf1&wstime=692f9abe&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_ios&fs=bgct&codec=264&ratio=4000&t=3&hxtype=0,8.3.0,0,1764727778190,1764727765,1764727777,05,1764727778212982058,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
web_video_bad_quality_ratio,1764727778,118.238.208.200,Sony Network Communications Inc.,qn.flv.huya.com,,8000000,1,,19,,webh5,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,https://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=5b08f6fd77fc8a85795cb201f69ab993&wstime=692f994c&seqid=2964382788396&ctype=huya_webh5&ver=1&fs=gctex&dmod=mseh-0&sdkpcdn=1_1&u=1198588470353&t=100&sv=2511190158&sdk_sid=1764723675370&a_block=0,2511201047,,1764727782015,1764727778,1764727780,05,1764727782212202812,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727783,112.10.221.184,chinamobile.com,http://qn.flv.huya.com,117.149.247.214,8000000,1,,19,0,pc_exe,1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus,http://qn.flv.huya.com/src/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus.flv?wssecret=328fea75e133314e8546f9a982170345&wstime=692f97fe&fm=rfdxoejjsjnonkrkddzuwv8kmf8kmv8kml8kmw%3d%3d&ctype=huya_commserver&fs=gctex,3020006,0,1764727784357,1764727783,1764727783,05,1764727784985870077,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
sdk_video_bad_quality_ratio,1764727766,42.87.139.12,chinaunicom.com,60.18.189.31:23170,60.18.189.31,4000000,1,,19,0,pc_exe,,http://60.18.189.31:23170/huyacdn/1724691-1724691-7407491440705536-3572838-10057-a-0-1-imgplus_sxrxc_cxdexxtpl_huyaxsrcx_null_4000.flv?connectid=tenovta3rkodkn0y&ctype=huya_pc_exe&domain=qn.flv.huya.com&fs=gctex&hxtype=0&ratio=4000&sdkpcdn=1_1&seqid=1211878900&t=0&u=1916198538&uid=2322740958&ver=1&wssecret=1906abb6c37e17f51fdc7cd9d04baa0f&wstime=692f9cd6,7040103,0,1764727764143,1764727766,1764727763,05,1764727764991415125,s3a://miku-stats/log/miku/366/huyabiz_quality_report_log/huyabiz_quality_report_log/day=20251203/hour=10/d2bffed3-fd3e-4806-92e8-919cbf88ada3.zstd.parquet,20251203,10
